Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
5.4.....1.71...685.8....7..4.5.72..8..6...1.7.2......4..86.4...9.2.1....7........,534867291271439685689251743415372968396548127827196534158624379942713856763985412,27,43,11,0,0,0,0,0,0,Easy,
4.7...1..3......92.12...4......31......2.9345...5..6..63.....1..7......95....42..,497382156356417892812956437745631928168279345923548671639825714274163589581794263,26,42,13,0,0,0,0,0,0,Easy,
.8.6....291.......7...5...9.....576...6.12.4......65.1..7.9....451............6..,385649172914723856762851439129485763576312948843976521637194285451268397298537614,24,45,12,0,0,0,0,0,0,Easy,
...176...6.4..2.....138.....234.81.......3......71............7.6...7.894...9.63.,258176394634952718791384562923468175817523946546719823389641257165237489472895631,26,54,1,0,0,0,0,0,0,Easy,
.2...........1.6...7....3....7......4..8.7..12.5...43..614..2...4.6.31..3..58..6.,624738519853914672179265348917342856436857921285196437561479283748623195392581764,26,53,2,0,0,0,0,0,0,Easy,
2......9.3..86.....48.1..2...9......4.7.....66..7...14.....8...1..42.....8....7.9,256347198391862457748915623819654372437291586625783914964578231173429865582136749,24,50,7,0,0,0,0,0,0,Easy,
.6.2....7.......9..........5..9..1....73...4...617.9.21....53..3..72.6....4.....9,865219437741563298293487561528946173917352846436178952172695384389724615654831729,24,45,12,0,0,0,0,0,0,Easy,
......8.5.....2...........9..68..5...736.......17.536....9.7..29...58.7...72..6..,624379815839512746715486239496831527573624981281795364348967152962158473157243698,25,33,23,0,0,0,0,0,0,Easy,
8....51......3.8...37....9.2....7.8...5...621.1..9.....2..1.....56...7.2..9....5.,892475136641239875537861294264157389975348621318692547723514968456983712189726453,25,38,29,0,0,0,0,4,4,Expert,
...1..4......6...5...475.32.......6.......32.....2.5.123.6...8.71..4....8.43..75.,652183479347269815189475632521734968468951327973826541235697184716548293894312756,27,52,2,0,0,0,0,0,0,Easy,
....9..6.....1.4.....3...8968.....2.7.3...1....148..3..1......2...2.6.....6..1..3,872594361369812475154367289685173924743629158291485736517938642938246517426751893,24,46,27,0,0,1,0,4,4,Expert,
9..1....743.....5..........2.97.3.4.....419...5.9..3.......97.6.63415.2......6...,925138467431697258687254193219783645376541982854962371548329716763415829192876534,27,38,15,1,1,3,1,1,0,Expert,
...........4.....93..8..52..2....91......13..84........153.64....918...54...59...,182935746754612839396847521523468917967521384841793652215376498639184275478259163,25,53,16,1,1,1,0,2,2,Expert,
.7....4....9.5.7....6..7..8..7.2.5.3.3.....2.9.26...8.......2..49.8......6..95..4,571389462849256731326147958687921543134578629952634187718463295495812376263795814,26,39,16,0,0,0,0,0,0,Easy,
......86.68..24..32.........437...8....3.1..4.....27....7............1.68.5.1....,354179862681524973279638415943765281728391654516482739167943528432857196895216347,23,41,17,0,0,0,0,0,0,Easy,
..8.7...1....3.....9....8.......3.....4....8.8..2.761...9.1..7...78.92.4.36.2....,368472951145938762792156843971683425624591387853247619289314576517869234436725198,25,50,4,0,1,0,0,2,0,Expert,
9..6.2..37....546.4...3...5...7..8................96...83..6..4..28..3....4..3.7.,958642713731985462426137985365721849219468537847359621583276194172894356694513278,25,45,11,0,0,0,0,0,0,Easy,
3...4..2.1.....5...742....9...9.....6..3..492.........2.5...36.9..5.3..7.1.6.2...,398745126162839574574261839827954613651378492439126758285497361946513287713682945,26,45,10,4,0,0,0,0,0,Intermediate,
9...2....54.7..63....8....4...4.....63...8..22...6..97.8....7.6...6..58.........9,968324175542791638173856924895472361637918452214563897489235716721649583356187249,25,44,12,0,0,0,0,0,0,Easy,
.5..2......7......8.1.942..1......52..82..37...45..9....2...84......81......3....,953826714247315698861794235176983452598241376324567981712659843635478129489132567,24,53,18,2,0,2,0,2,2,Expert,
..8.6....49..3.5....59..82.......6.7...........7...2..7..6.9....4...29..5..7....4,138265749492837516675914823954321687263578491817496235781649352346152978529783164,23,31,26,0,0,0,0,1,0,Expert,
...8..6...2.......7.3.6...9.3...62..6..1.7..3..8..9.......7..6.5.79.....8.1..5...,415893627926754831783261459139586274654127983278349516392478165567912348841635792,24,46,11,0,0,0,0,0,0,Easy,
.1..8.7...6.7......34.1...2.......8.6..2....7.98.......4...6.133....72....1..4...,215483769869752431734619852172965384653248197498371526547826913386197245921534678,24,40,23,0,0,1,0,3,2,Expert,
....15.7...4..76.8...84.......2....54...7..3...2..81....35...64....8.5.....4.6..2,829615473514937628367842951731264895458179236692358147983521764246783519175496382,26,86,12,2,0,0,1,6,8,Expert,
8..73.....59..4..3..7..9.1.4...8..2........9..7.9....5....258.......1.32...3..954,812736549659214783347859216496583127523167498178942365934625871785491632261378954,27,37,16,0,0,1,0,1,0,Expert,
3.4.......754.......8..9..2....123..5....7.1.....5.98........5.1....47...47...1..,394126578275438691618579432769812345583947216421653987932761854156384729847295163,24,92,16,5,1,1,0,6,4,Expert,
...43....6.....4..7......6..6..9...24..1...79....7.64.153..9.......1.....9...72.5,981436527635782491742951863367894152428165379519273648153629784274518936896347215,25,43,12,1,0,0,1,1,0,Expert,
......6....1..9.25..357...9...9.78.........1..12..8....6..3..8......13......2...7,795142638641389725283576149354917862876253914912468573569734281427891356138625497,23,44,14,0,0,0,0,0,0,Easy,
..6.82.543..5..8.1......6....4......9.5.1..2....9...6.4...9.3.8......51......8...,196382754327564891548179632714236985965817423283945167452691378879423516631758249,24,52,5,0,0,0,0,0,0,Easy,
.........1.75......3.......59.1..84...482..198.1...7......7...5..928...7.2.49...1,945362178187549362236718954592137846374826519861954723418673295659281437723495681,27,50,4,0,0,0,0,0,0,Easy,
4...957....6....9..3..2..6..47.89.....9....4..2.7.6..38.........9.83............6,482695731756318294931427568347189652169253847528746913873561429694832175215974386,24,38,19,0,0,0,0,0,0,Easy,
.3.14..65......947.26......27..5...1..37.6....914....39.....7....2.......6....3.2,739148265185623947426975138274359681853716429691482573948231756312567894567894312,27,42,12,0,0,0,0,0,0,Easy,
.9..8.2..73.6.1.9..5..2.7.3..9.7.3.1..............9..5...7.....5....8...1.6..58.7,491387256732651498658924713249576381865132974317849625984713562573268149126495837,26,54,8,2,0,2,1,2,2,Expert,
..5.279.........15.4......33.6.9.75.2..7...49.....6...............361......45...6,835127964762943815149685273386294751251738649497516328614879532528361497973452186,24,46,11,3,0,0,0,0,0,Intermediate,
......8.4..8...265.......3.2...4.3...5.236...8.4.5.9....51........6...81.61..3...,573962814198374265642518739216849357759236148834751926485127693327695481961483572,26,42,12,1,2,3,0,1,0,Expert,
9.....8..7.314...9..2..6.....6814.....1.2..7......3...2..469.1........2.....3.7..,964257831753148269812396457576814392381925674429673185237469518645781923198532746,25,44,10,0,0,1,1,2,0,Expert,
..42.75....73.9....2....3..........769....4........93675..84..2..25...........89.,364217589817359264529648371238496157695173428471825936753984612982561743146732895,25,40,16,2,0,0,0,0,0,Intermediate,
..4.1.8.77..8.4...2...9.1.63...61.......2.3.......7.....1.367............7.9..2.3,934612857716854932258793146382461579147529368569387421491236785823175694675948213,25,42,14,1,0,0,0,0,0,Intermediate,
...3.....1.....37996....1...9..2.4...4.....87..6.......7....6.1......9.442..9....,754319862182456379963287145897523416345961287216748593579834621638172954421695738,23,43,15,0,0,0,0,0,0,Easy,
8....6..41..2.8.....7...2.99..12.46..8.6.4.....3..........9..........3.2.....21.7,852936714149278635637415289975123468281654973463789521724391856516847392398562147,24,43,14,0,0,0,0,0,0,Easy,
...8....4....36.1...3...8.543...1....29..5.8.5.1.2.6.....563..........521..4.....,912857364845936217763214895437681529629345781581729643294563178376198452158472936,26,80,24,1,1,1,1,10,14,Expert,
......8....28...7.73....1.22.1...5...459..3.......1..9..3.8...14...1..2..7..4....,954127836612834975738695142291378564845962317367451289523786491486519723179243658,25,71,16,1,2,4,1,6,4,Expert,
.41....5.8..27.4...7......6.346.2....5...1......43..6.7..5.4.....5.8.7..32...7...,941863257863275491572149836134652978658791342297438165789524613415386729326917584,27,49,5,0,0,0,0,0,0,Easy,
..5.......9..3.8..84.2.........9..6..3..54..91..3...5456.......2.1.......8.....35,315876942792435816846219573458792361637154289129368754563981427271543698984627135,24,48,14,3,0,4,1,2,2,Expert,
2....39.7.5...14....6..21............63...79.54..9..1....6....2..2....5.9...5....,281543967357961428496782135729416583163825794548397216815679342672134859934258671,24,39,18,0,0,0,0,0,0,Easy,
65....7........1....7....68.86.9.24.2....89.....16....912.4......4...8.......6..4,658214739349687125127359468786593241231478956495162387912845673564731892873926514,25,68,23,2,2,2,0,5,4,Expert,
9......5..4..52........7136...7..3...23..4...1.5........4....7.396...41..5...1.2.,937816254641352798582947136469725381823194567175683942214569873396278415758431629,26,52,3,0,0,0,0,0,0,Easy,
...81.6...3...7.8..1.2..3...561287.3.7.....2.3....5..........45....7.2......3.1..,947813652235967481618254379456128793871396524392745816723681945164579238589432167,26,43,12,0,0,0,0,0,0,Easy,
...96........8..4....1...8....4....8.1.......8.9.21.74.9........67..2..52.48.9.1.,385964721671285943942137586726493158413578269859621374598716432167342895234859617,25,119,19,5,1,2,0,12,22,Expert,
....8.....6..9.2..5..7..3........6..63.25....972..4.8..4......3.9.57....7..4.3.6.,423186759167395248589742316854917632631258497972634581245869173396571824718423965,26,41,14,0,0,0,0,0,0,Easy,
.3.....7.1..83..2.2.5...4...5.386...8..27.............72.14.6....6...3..54...7.8.,634952178197834526285761493459386712861275934372419865728143659916528347543697281,27,46,6,2,0,0,0,2,0,Expert,
..4.....9.13...6..7...6...3.7..5....5.8.7.....4......8...91....9.6..48.....5.39..,654837129813249657792165483279458361568371294341692578485916732936724815127583946,24,51,6,0,0,0,0,0,0,Easy,
.69..84..4.....9..2..1.......4.8.65.7.5..4..2...2.1...9.....7....1....6...67..2..,569378421417526938238149576124987653785634192693251847952863714871492365346715289,25,41,12,3,1,2,0,3,0,Expert,
..54....73827..15....1..38.2..9.4.3..........9.457.......32..4...18..72..........,165438297382769154497152386276984531538216479914573862759321648641895723823647915,27,49,5,1,0,0,0,0,0,Intermediate,
......5..32.65.......9.4...98....37...4.........46..8.5.2.....66.9.3.2...48......,491382567327651498865974123986215374714893652253467981532749816679138245148526739,24,56,20,1,0,1,4,3,2,Expert,
.......396........7.........8..16..4.24.783......2......6.4.9..4...3.21.2.1.8..76,548762139612893547793154682985316724124978365367425891876241953459637218231589476,26,44,11,1,0,0,0,0,0,Intermediate,
3........5.61......8...2............91.42..56.4.3.51.9.6.9.4...13........5861...2,394786521526139487781542963675891234913427856842365179267954318139278645458613792,27,42,12,0,0,0,0,0,0,Easy,
67..2..1...1..7..2..351...6.4..39..592...4.....6...2..7...........4...3....3...5.,674923518581647392293518476847239165925164783316785249739851624152496837468372951,25,43,13,0,0,0,0,0,0,Easy,
..846....4.....7.......7.36.9.32..5..87........4.89.2.........9.....2...96.....8.,718463592436295718529817436691324857287156943354789621145638279873942165962571384,23,38,20,0,0,0,0,0,0,Easy,
..9...85..7...3..2.452...3....48...5...7.2.8....5...93......9...2..76..4...8.....,239647851871953642645218739163489275594732186782561493357124968928376514416895327,25,49,7,0,0,0,0,0,0,Easy,
.3..85.9...72...56....7..1...1.56......79....26.3..5......6.....2.1.3....53..9...,132685497497231856685974312371456928548792163269318574814567239926143785753829641,26,51,4,2,0,0,0,0,0,Intermediate,
8.....5973.....28...4......5...6.....4...29.8.......52...68..7.....49..1..1.2.4..,816234597375916284294875136529168743647352918138497652452681379763549821981723465,25,40,16,0,0,0,0,0,0,Easy,
..836...5.3.85.64....9......4.68.....5..4..7...6......7....582.2..4...3.........4,418362795932857641675914283147683952859241376326579418764135829281496537593728164,25,49,7,0,0,0,0,0,0,Easy,
.9..524.....4...........6.7...3...9.5...87..338.9267..9.4.......3..7......5....3.,693752418758461329412893657267345891549187263381926745924538176136279584875614932,25,42,14,2,0,0,0,0,0,Intermediate,
.52...3.8.......6..3...8....6.5.9.3..8..27....73..659.....6...9......61...5.1....,152694378847231965936758421261549837589327146473186592714863259328975614695412783,25,48,8,0,0,0,0,0,0,Easy,
.....2..712........3....8....71...8..9...87.38...6........5...1.53.......8...6.32,568932147129784356734615829347129685296548713815367294472853961653291478981476532,23,32,25,0,0,3,0,1,0,Expert,
7.861......65..7..........1....2.....4.....7...2.3..6.63....42.8...5....2..8..1..,728619345316548792459372681967425813543186279182937564635791428871254936294863157,23,46,12,1,0,0,0,0,0,Intermediate,
..6...72.....2...3..7.3.6.........4..7....3.5654.......31.9.4.74.2..7.91.....5...,316854729945726183827931654193572846278649315654183972531298467482367591769415238,26,33,22,1,0,0,0,0,0,Intermediate,
...2.9...1.5.3..7.8....71..3..4..8....9..3.52.8.15........4.7.9......5.......1...,746219385195834276823567194357492861619783452482156937268345719971628543534971628,24,43,14,0,0,0,0,0,0,Easy,
4.3.......6....3..8......52.1...6524.24...18.........6.316.29..9....1.6..4..95...,453927618162458379897163452719836524624579183385214796531682947978341265246795831,28,36,17,0,0,0,0,0,0,Easy,
12..5...6.78......69...3.1.78..362...32.........7....9..6.157......87........95..,124958376378164925695273418789536241432891657561742839946315782253687194817429563,27,50,9,0,0,0,0,2,2,Expert,
.2..7...4..49....3.98..27...4...89.........3......78..53..........3.9.5...9.24..1,126873594754961283398452716245138967987645132613297845531786429472319658869524371,25,45,10,2,0,0,0,1,0,Expert,
......6..1.....97...8756.3......8....3..2.5...2..9...17..28..9.3....7....9.1...5.,273419685156832974948756132614578329839621547527394861761285493385947216492163758,25,35,20,1,2,3,0,1,0,Expert,
....1.4.7...2.8....6..47.3..3.69...2.....2..16..7.....2.......317....864.....4...,928316457743258196561947238437691582895432671612785349254869713179523864386174925,25,44,12,0,0,0,0,0,0,Easy,
.8..6.....43..9..6.7....4.56.18.45....9.5.......173......5.....4.531........476..,182465379543789216976231485621894537739652841854173962367528194495316728218947653,27,54,0,0,0,0,0,0,0,Simple,
..5...21.8.7..4...........779..6................912....2..7...44...5.8.2519....76,945736218867124539231895647792563481156487923384912765628379154473651892519248376,25,44,11,8,0,0,0,1,0,Expert,
.1...4....8.....32..3..65..634....8.1.....6.5..8...........94.......2..3.65.4.89.,517324968486915732923786514634597281192438675758261349371859426849672153265143897,25,44,12,0,1,3,0,0,0,Intermediate,
......63......9..15.....8.4...9...4...1.7....3.58....698...7...6.....1.5....93..8,248715639763489251519362874826931547491576382375824916982157463637248195154693728,24,36,21,4,0,0,0,0,0,Intermediate,
.......37.....4....36.7..12.5...8..6.6......84.....7...874.1.2..4.3..6..6....5.8.,814256937279134865536879412752918346361547298498623751987461523145382679623795184,26,40,15,0,0,0,0,0,0,Easy,
.4..9357.........98....64.353.2.76...7..4..35...3........8...4.......2......64.57,246193578357428169819576423531287694972641835684359712765832941493715286128964357,27,47,6,4,0,1,1,1,0,Expert,
...........8.....22...7.9.1.2.7.5.9.......8....1.986.54..2...6.1.74.....59.8..4..,975182346618934752234576981826745193359621874741398625483217569167459238592863417,26,49,13,1,0,3,1,2,2,Expert,
....87.2....2.4..1.58.61....8.....69.748..2..5.......8............57.41..49.....5,413987526697254831258361974381425769974816253562793148125648397836579412749132685,26,38,17,0,0,0,0,0,0,Easy,
...4..7....6.3.....4.......9.17....3.7..6.8..3....46....859...6..3..71.....8.14..,132459768756238914849176352961782543274365891385914627418593276523647189697821435,25,54,11,1,0,1,0,2,2,Expert,
